image_id,filename,coordinateX,coordinateY,Tumor,Scanner,Origin,Species,expert1,expert2,expert3,majority,source_csv_image_id,image_id_for_processing,image_path,final_label,numeric_label
185.png,213.tiff,2428,4579,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,185.png,185.png,data/raw/images/185.png,NMF,0
186.png,214.tiff,1968,455,canine lung cancer,3D Histech,VMU Vienna,Canine,AMF,NMF,NMF,NMF,186.png,186.png,data/raw/images/186.png,NMF,0
187.png,214.tiff,3614,115,canine lung cancer,3D Histech,VMU Vienna,Canine,AMF,NMF,NMF,NMF,187.png,187.png,data/raw/images/187.png,NMF,0
188.png,214.tiff,346,1033,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF,188.png,188.png,data/raw/images/188.png,NMF,0
189.png,214.tiff,1852,1401,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,189.png,189.png,data/raw/images/189.png,NMF,0
190.png,214.tiff,6028,1034,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,190.png,190.png,data/raw/images/190.png,NMF,0
191.png,214.tiff,4139,2534,canine lung cancer,3D Histech,VMU Vienna,Canine,AMF,AMF,,AMF,191.png,191.png,data/raw/images/191.png,AMF,1
192.png,214.tiff,5918,2073,canine lung cancer,3D Histech,VMU Vienna,Canine,AMF,AMF,,AMF,192.png,192.png,data/raw/images/192.png,AMF,1
193.png,214.tiff,3745,3045,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,193.png,193.png,data/raw/images/193.png,NMF,0
194.png,214.tiff,4096,3304,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,194.png,194.png,data/raw/images/194.png,NMF,0
195.png,214.tiff,6427,3011,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,195.png,195.png,data/raw/images/195.png,NMF,0
196.png,214.tiff,2096,4213,canine lung cancer,3D Histech,VMU Vienna,Canine,AMF,AMF,,AMF,196.png,196.png,data/raw/images/196.png,AMF,1
197.png,214.tiff,978,4845,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,197.png,197.png,data/raw/images/197.png,NMF,0
198.png,214.tiff,3246,4829,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,198.png,198.png,data/raw/images/198.png,NMF,0
199.png,214.tiff,3454,4815,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,199.png,199.png,data/raw/images/199.png,NMF,0
200.png,214.tiff,6062,4576,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,200.png,200.png,data/raw/images/200.png,NMF,0
201.png,216.tiff,3746,2196,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,AMF,AMF,AMF,201.png,201.png,data/raw/images/201.png,AMF,1
202.png,216.tiff,1311,3570,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,202.png,202.png,data/raw/images/202.png,NMF,0
203.png,216.tiff,3935,3080,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,203.png,203.png,data/raw/images/203.png,NMF,0
204.png,216.tiff,1804,3868,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,204.png,204.png,data/raw/images/204.png,NMF,0
205.png,216.tiff,3541,69,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,205.png,205.png,data/raw/images/205.png,NMF,0
206.png,216.tiff,3883,2336,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,206.png,206.png,data/raw/images/206.png,NMF,0
207.png,216.tiff,405,1094,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,207.png,207.png,data/raw/images/207.png,NMF,0
208.png,216.tiff,5846,948,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF,208.png,208.png,data/raw/images/208.png,NMF,0
209.png,217.tiff,970,161,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,209.png,209.png,data/raw/images/209.png,NMF,0
210.png,217.tiff,4274,507,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,210.png,210.png,data/raw/images/210.png,NMF,0
211.png,217.tiff,2980,1045,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,211.png,211.png,data/raw/images/211.png,NMF,0
212.png,217.tiff,331,3219,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,212.png,212.png,data/raw/images/212.png,NMF,0
213.png,217.tiff,3629,3289,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,213.png,213.png,data/raw/images/213.png,NMF,0
214.png,217.tiff,5527,3025,canine lung cancer,3D Histech,VMU Vienna,Canine,AMF,AMF,,AMF,214.png,214.png,data/raw/images/214.png,AMF,1
215.png,217.tiff,4506,2757,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,215.png,215.png,data/raw/images/215.png,NMF,0
216.png,217.tiff,5833,3556,canine lung cancer,3D Histech,VMU Vienna,Canine,AMF,AMF,,AMF,216.png,216.png,data/raw/images/216.png,AMF,1
217.png,217.tiff,979,3928,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,217.png,217.png,data/raw/images/217.png,NMF,0
218.png,218.tiff,2211,130,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF,218.png,218.png,data/raw/images/218.png,NMF,0
219.png,218.tiff,3016,383,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,219.png,219.png,data/raw/images/219.png,NMF,0
220.png,218.tiff,5014,312,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF,220.png,220.png,data/raw/images/220.png,NMF,0
221.png,218.tiff,4475,81,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,221.png,221.png,data/raw/images/221.png,NMF,0
222.png,218.tiff,6133,97,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,222.png,222.png,data/raw/images/222.png,NMF,0
223.png,218.tiff,6076,391,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,223.png,223.png,data/raw/images/223.png,NMF,0
224.png,218.tiff,5995,468,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,224.png,224.png,data/raw/images/224.png,NMF,0
225.png,218.tiff,4284,1492,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,225.png,225.png,data/raw/images/225.png,NMF,0
226.png,218.tiff,4723,1658,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,226.png,226.png,data/raw/images/226.png,NMF,0
227.png,218.tiff,5425,1012,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,227.png,227.png,data/raw/images/227.png,NMF,0
228.png,218.tiff,6351,1602,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,228.png,228.png,data/raw/images/228.png,NMF,0
229.png,218.tiff,2507,2421,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,229.png,229.png,data/raw/images/229.png,NMF,0
230.png,218.tiff,2492,2513,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,230.png,230.png,data/raw/images/230.png,NMF,0
231.png,218.tiff,2937,2339,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,231.png,231.png,data/raw/images/231.png,NMF,0
232.png,218.tiff,3909,2289,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF,232.png,232.png,data/raw/images/232.png,NMF,0
233.png,218.tiff,4854,2553,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF,233.png,233.png,data/raw/images/233.png,NMF,0
234.png,218.tiff,5221,2256,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,234.png,234.png,data/raw/images/234.png,NMF,0
235.png,218.tiff,5125,2105,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,235.png,235.png,data/raw/images/235.png,NMF,0
236.png,218.tiff,6100,2467,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,236.png,236.png,data/raw/images/236.png,NMF,0
237.png,218.tiff,3534,3783,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF,237.png,237.png,data/raw/images/237.png,NMF,0
238.png,218.tiff,5383,4037,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,238.png,238.png,data/raw/images/238.png,NMF,0
239.png,218.tiff,6401,4427,canine lung cancer,3D Histech,VMU Vienna,Canine,AMF,NMF,AMF,AMF,239.png,239.png,data/raw/images/239.png,AMF,1
241.png,218.tiff,4490,4680,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,241.png,241.png,data/raw/images/241.png,NMF,0
242.png,218.tiff,6004,2371,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,242.png,242.png,data/raw/images/242.png,NMF,0
243.png,218.tiff,5386,3867,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF,243.png,243.png,data/raw/images/243.png,NMF,0
244.png,218.tiff,216,3288,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,244.png,244.png,data/raw/images/244.png,NMF,0
245.png,218.tiff,1354,4575,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,245.png,245.png,data/raw/images/245.png,NMF,0
246.png,218.tiff,1636,3138,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF,246.png,246.png,data/raw/images/246.png,NMF,0
247.png,218.tiff,5669,3384,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,247.png,247.png,data/raw/images/247.png,NMF,0
248.png,220.tiff,1520,1102,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,248.png,248.png,data/raw/images/248.png,NMF,0
249.png,220.tiff,1239,798,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,249.png,249.png,data/raw/images/249.png,NMF,0
250.png,220.tiff,876,839,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF,250.png,250.png,data/raw/images/250.png,NMF,0
251.png,220.tiff,2973,970,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,251.png,251.png,data/raw/images/251.png,NMF,0
252.png,220.tiff,3189,1067,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,252.png,252.png,data/raw/images/252.png,NMF,0
253.png,220.tiff,4756,375,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,253.png,253.png,data/raw/images/253.png,NMF,0
254.png,220.tiff,4923,974,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,254.png,254.png,data/raw/images/254.png,NMF,0
255.png,220.tiff,4184,805,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,255.png,255.png,data/raw/images/255.png,NMF,0
256.png,220.tiff,4206,1053,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,256.png,256.png,data/raw/images/256.png,NMF,0
257.png,220.tiff,5762,500,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,257.png,257.png,data/raw/images/257.png,NMF,0
258.png,220.tiff,6317,541,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,258.png,258.png,data/raw/images/258.png,NMF,0
259.png,220.tiff,5904,862,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,259.png,259.png,data/raw/images/259.png,NMF,0
260.png,220.tiff,2599,1686,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF,260.png,260.png,data/raw/images/260.png,NMF,0
261.png,220.tiff,3123,1497,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,261.png,261.png,data/raw/images/261.png,NMF,0
262.png,220.tiff,3506,1811,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,262.png,262.png,data/raw/images/262.png,NMF,0
263.png,220.tiff,3813,1715,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,263.png,263.png,data/raw/images/263.png,NMF,0
264.png,220.tiff,350,1956,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,264.png,264.png,data/raw/images/264.png,NMF,0
265.png,220.tiff,1073,2502,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,265.png,265.png,data/raw/images/265.png,NMF,0
266.png,220.tiff,764,1962,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,266.png,266.png,data/raw/images/266.png,NMF,0
267.png,220.tiff,931,2352,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,267.png,267.png,data/raw/images/267.png,NMF,0
268.png,220.tiff,424,2649,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,268.png,268.png,data/raw/images/268.png,NMF,0
269.png,220.tiff,215,2241,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,269.png,269.png,data/raw/images/269.png,NMF,0
270.png,220.tiff,81,2792,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,270.png,270.png,data/raw/images/270.png,NMF,0
271.png,220.tiff,123,2641,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,271.png,271.png,data/raw/images/271.png,NMF,0
272.png,220.tiff,1671,2385,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,272.png,272.png,data/raw/images/272.png,NMF,0
273.png,220.tiff,1668,2189,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,273.png,273.png,data/raw/images/273.png,NMF,0
274.png,220.tiff,2444,2465,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,274.png,274.png,data/raw/images/274.png,NMF,0
275.png,220.tiff,3844,2436,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,275.png,275.png,data/raw/images/275.png,NMF,0
276.png,220.tiff,5467,2439,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,276.png,276.png,data/raw/images/276.png,NMF,0
277.png,220.tiff,5368,2356,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,277.png,277.png,data/raw/images/277.png,NMF,0
278.png,220.tiff,470,3074,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,278.png,278.png,data/raw/images/278.png,NMF,0
279.png,220.tiff,686,3067,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,279.png,279.png,data/raw/images/279.png,NMF,0
280.png,220.tiff,348,3022,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,280.png,280.png,data/raw/images/280.png,NMF,0
281.png,220.tiff,1034,2942,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,281.png,281.png,data/raw/images/281.png,NMF,0
282.png,220.tiff,2230,2886,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,282.png,282.png,data/raw/images/282.png,NMF,0
283.png,220.tiff,2146,3046,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,283.png,283.png,data/raw/images/283.png,NMF,0
284.png,220.tiff,4926,3517,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,284.png,284.png,data/raw/images/284.png,NMF,0
285.png,220.tiff,4900,2957,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,285.png,285.png,data/raw/images/285.png,NMF,0
286.png,220.tiff,200,4288,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,286.png,286.png,data/raw/images/286.png,NMF,0
287.png,220.tiff,2002,4371,canine lung cancer,3D Histech,VMU Vienna,Canine,AMF,NMF,NMF,NMF,287.png,287.png,data/raw/images/287.png,NMF,0
288.png,220.tiff,2297,3706,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,288.png,288.png,data/raw/images/288.png,NMF,0
289.png,220.tiff,2542,4062,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,289.png,289.png,data/raw/images/289.png,NMF,0
290.png,220.tiff,2432,4330,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,290.png,290.png,data/raw/images/290.png,NMF,0
291.png,220.tiff,5894,3777,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,291.png,291.png,data/raw/images/291.png,NMF,0
292.png,220.tiff,6260,3868,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,292.png,292.png,data/raw/images/292.png,NMF,0
294.png,220.tiff,347,4706,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,294.png,294.png,data/raw/images/294.png,NMF,0
296.png,220.tiff,1128,4845,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,296.png,296.png,data/raw/images/296.png,NMF,0
297.png,220.tiff,1785,4683,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,297.png,297.png,data/raw/images/297.png,NMF,0
298.png,220.tiff,1786,4783,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,298.png,298.png,data/raw/images/298.png,NMF,0
299.png,220.tiff,1713,4821,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,299.png,299.png,data/raw/images/299.png,NMF,0
300.png,220.tiff,3107,4582,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,300.png,300.png,data/raw/images/300.png,NMF,0
301.png,220.tiff,3845,4848,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,301.png,301.png,data/raw/images/301.png,NMF,0
302.png,220.tiff,5456,4653,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,302.png,302.png,data/raw/images/302.png,NMF,0
303.png,220.tiff,5975,4833,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,303.png,303.png,data/raw/images/303.png,NMF,0
304.png,220.tiff,5978,4804,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF,304.png,304.png,data/raw/images/304.png,NMF,0
305.png,220.tiff,717,726,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,305.png,305.png,data/raw/images/305.png,NMF,0
306.png,220.tiff,1919,1680,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,306.png,306.png,data/raw/images/306.png,NMF,0
307.png,220.tiff,5548,1544,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,307.png,307.png,data/raw/images/307.png,NMF,0
308.png,220.tiff,67,3024,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,308.png,308.png,data/raw/images/308.png,NMF,0
309.png,220.tiff,2749,3541,canine lung cancer,3D Histech,VMU Vienna,Canine,AMF,AMF,,AMF,309.png,309.png,data/raw/images/309.png,AMF,1
310.png,220.tiff,3642,3221,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,310.png,310.png,data/raw/images/310.png,NMF,0
311.png,220.tiff,2374,3778,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,AMF,AMF,AMF,311.png,311.png,data/raw/images/311.png,AMF,1
312.png,220.tiff,3059,4454,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,312.png,312.png,data/raw/images/312.png,NMF,0
313.png,220.tiff,5759,4037,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,313.png,313.png,data/raw/images/313.png,NMF,0
314.png,220.tiff,3618,4629,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,314.png,314.png,data/raw/images/314.png,NMF,0
315.png,220.tiff,5714,778,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,315.png,315.png,data/raw/images/315.png,NMF,0
316.png,220.tiff,1916,323,canine lung cancer,3D Histech,VMU Vienna,Canine,AMF,AMF,,AMF,316.png,316.png,data/raw/images/316.png,AMF,1
317.png,220.tiff,2871,2461,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,317.png,317.png,data/raw/images/317.png,NMF,0
318.png,220.tiff,3120,98,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,318.png,318.png,data/raw/images/318.png,NMF,0
319.png,220.tiff,2780,2323,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,AMF,AMF,AMF,319.png,319.png,data/raw/images/319.png,AMF,1
320.png,220.tiff,6181,704,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF,320.png,320.png,data/raw/images/320.png,NMF,0
321.png,220.tiff,6468,995,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,321.png,321.png,data/raw/images/321.png,NMF,0
322.png,220.tiff,5010,2364,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,322.png,322.png,data/raw/images/322.png,NMF,0
323.png,220.tiff,4484,2695,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,323.png,323.png,data/raw/images/323.png,NMF,0
324.png,220.tiff,5219,3651,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,324.png,324.png,data/raw/images/324.png,NMF,0
325.png,221.tiff,914,75,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,325.png,325.png,data/raw/images/325.png,NMF,0
327.png,221.tiff,1857,522,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,327.png,327.png,data/raw/images/327.png,NMF,0
328.png,221.tiff,2114,898,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,328.png,328.png,data/raw/images/328.png,NMF,0
329.png,221.tiff,1737,2495,canine lung cancer,3D Histech,VMU Vienna,Canine,AMF,AMF,,AMF,329.png,329.png,data/raw/images/329.png,AMF,1
330.png,221.tiff,3530,2461,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,330.png,330.png,data/raw/images/330.png,NMF,0
331.png,221.tiff,473,2698,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,331.png,331.png,data/raw/images/331.png,NMF,0
332.png,221.tiff,2090,3661,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,332.png,332.png,data/raw/images/332.png,NMF,0
333.png,221.tiff,3957,4321,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,333.png,333.png,data/raw/images/333.png,NMF,0
334.png,221.tiff,2562,4752,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,334.png,334.png,data/raw/images/334.png,NMF,0
335.png,222.tiff,2362,817,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,335.png,335.png,data/raw/images/335.png,NMF,0
336.png,222.tiff,2221,295,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,336.png,336.png,data/raw/images/336.png,NMF,0
337.png,222.tiff,895,1042,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,337.png,337.png,data/raw/images/337.png,NMF,0
338.png,222.tiff,2911,1742,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,338.png,338.png,data/raw/images/338.png,NMF,0
339.png,222.tiff,4296,979,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,339.png,339.png,data/raw/images/339.png,NMF,0
340.png,222.tiff,3214,3872,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,340.png,340.png,data/raw/images/340.png,NMF,0
341.png,223.tiff,1836,1895,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,341.png,341.png,data/raw/images/341.png,NMF,0
342.png,223.tiff,1270,4136,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,342.png,342.png,data/raw/images/342.png,NMF,0
343.png,225.tiff,3532,873,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,343.png,343.png,data/raw/images/343.png,NMF,0
344.png,225.tiff,3684,1540,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,344.png,344.png,data/raw/images/344.png,NMF,0
345.png,225.tiff,1272,3592,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,345.png,345.png,data/raw/images/345.png,NMF,0
346.png,225.tiff,2643,3103,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,AMF,AMF,AMF,346.png,346.png,data/raw/images/346.png,AMF,1
347.png,225.tiff,2409,3462,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,347.png,347.png,data/raw/images/347.png,NMF,0
348.png,225.tiff,2986,3217,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,348.png,348.png,data/raw/images/348.png,NMF,0
349.png,225.tiff,1361,4394,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,349.png,349.png,data/raw/images/349.png,NMF,0
350.png,225.tiff,1891,3863,canine lung cancer,3D Histech,VMU Vienna,Canine,AMF,AMF,,AMF,350.png,350.png,data/raw/images/350.png,AMF,1
351.png,225.tiff,107,327,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,351.png,351.png,data/raw/images/351.png,NMF,0
352.png,225.tiff,5322,850,canine lung cancer,3D Histech,VMU Vienna,Canine,AMF,AMF,,AMF,352.png,352.png,data/raw/images/352.png,AMF,1
353.png,225.tiff,899,2491,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,NMF,,NMF,353.png,353.png,data/raw/images/353.png,NMF,0
354.png,225.tiff,106,2922,canine lung cancer,3D Histech,VMU Vienna,Canine,NMF,AMF,NMF,NMF,354.png,354.png,data/raw/images/354.png,NMF,0
